id,shipment_id,type,occurred_at,source,event_id,recorded_at
15,3,RECEIVED_FC,2026-01-07 09:39:00+00,WMS,0b5706f0-597f-4b73-a53a-b51254c2dcfb,2026-09-10 09:23:18.966662+00
16,4,BOOKED,2026-05-05 12:36:00+00,CARRIER_EDI,8e0c5fae-c5aa-415e-b587-2370beb47f69,2026-09-10 09:23:18.966662+00
17,4,DEPARTED_ORIGIN,2026-05-11 07:30:00+00,CARRIER_EDI,2fe2c713-e548-4c8c-902b-ed1a74548f6e,2026-09-10 09:23:18.966662+00
18,4,ARRIVED_DEST_PORT,2026-05-29 17:34:00+00,CARRIER_EDI,7ad997df-69b1-4016-9a83-ac4894598596,2026-09-10 09:23:18.966662+00
19,4,CUSTOMS_CLEARED,2026-05-30 10:13:00+00,CARRIER_EDI,abcaa9ce-8ea3-43fb-a3bb-4045f6583d12,2026-09-10 09:23:18.966662+00
20,4,RECEIVED_FC,2026-06-02 07:34:00+00,WMS,21bd05ba-7294-4e12-b130-4ee995130d28,2026-09-10 09:23:18.966662+00
21,5,BOOKED,2026-03-20 12:42:00+00,CARRIER_EDI,9c78ee25-8dc6-4ed4-a43b-0abd20c7cdb1,2026-09-10 09:23:18.966662+00
22,5,DEPARTED_ORIGIN,2026-03-23 06:54:00+00,CARRIER_EDI,38e6970a-0efb-44fe-935d-a3cf17f88985,2026-09-10 09:23:18.966662+00
23,5,ARRIVED_DEST_PORT,2026-04-15 16:10:00+00,CARRIER_EDI,4b6add91-f112-4198-aa7a-bcf44f417403,2026-09-10 09:23:18.966662+00
24,5,CUSTOMS_CLEARED,2026-04-16 16:05:00+00,CARRIER_EDI,f3c25707-a61f-4208-9e1b-96bfafcdc6ac,2026-09-10 09:23:18.966662+00
25,5,RECEIVED_FC,2026-04-22 12:15:00+00,WMS,85025d4c-01f1-42b7-a279-d038bf7f03e6,2026-09-10 09:23:18.966662+00
26,6,BOOKED,2026-04-14 15:31:00+00,CARRIER_EDI,c32074fa-88c9-43d3-9e4b-5143b2897502,2026-09-10 09:23:18.966662+00
27,6,DEPARTED_ORIGIN,2026-04-17 10:37:00+00,CARRIER_EDI,c8b4621d-792f-4bed-9e95-f1b8ff4e521e,2026-09-10 09:23:18.966662+00
28,6,ARRIVED_DEST_PORT,2026-05-11 11:48:00+00,CARRIER_EDI,7e7350f9-17f3-4b2c-a0d3-111fc7bb651b,2026-09-10 09:23:18.966662+00
29,6,CUSTOMS_CLEARED,2026-05-15 15:57:00+00,CARRIER_EDI,19c364e7-556d-4713-a609-ae2e4446b7eb,2026-09-10 09:23:18.966662+00
30,6,RECEIVED_FC,2026-05-21 14:24:00+00,WMS,3e8259ed-5ad5-4640-9105-c5bb85eca924,2026-09-10 09:23:18.966662+00
31,7,BOOKED,2025-12-16 13:03:00+00,CARRIER_EDI,efbc5534-b582-407b-b0e5-7de7fd0b8308,2026-09-10 09:23:18.966662+00
32,7,DEPARTED_ORIGIN,2025-12-19 11:25:00+00,CARRIER_EDI,0a0e5228-249c-4840-91a6-121350b446fd,2026-09-10 09:23:18.966662+00
33,7,ARRIVED_DEST_PORT,2026-01-29 17:15:00+00,CARRIER_EDI,bf97808b-b613-4ec7-97f0-fe870d403134,2026-09-10 09:23:18.966662+00
34,7,CUSTOMS_CLEARED,2026-02-02 12:38:00+00,CARRIER_EDI,310ee67e-b0e3-4670-9bb6-3f40a959f163,2026-09-10 09:23:18.966662+00
35,7,RECEIVED_FC,2026-02-08 12:26:00+00,WMS,35bf11d2-f96d-47e2-8c61-fdbf6b2d65ac,2026-09-10 09:23:18.966662+00
36,8,BOOKED,2026-07-22 12:23:00+00,CARRIER_EDI,c6f29dbf-3083-4984-9c5d-736f87517f2b,2026-09-10 09:23:18.966662+00
37,8,DEPARTED_ORIGIN,2026-07-29 16:31:00+00,CARRIER_EDI,9cbb5f9c-bb5e-447f-80d5-ae118120733e,2026-09-10 09:23:18.966662+00
38,8,ARRIVED_DEST_PORT,2026-08-20 17:48:00+00,CARRIER_EDI,2ce88102-e344-472e-a929-3d80eadcaa79,2026-09-10 09:23:18.966662+00
39,8,CUSTOMS_CLEARED,2026-08-21 08:59:00+00,CARRIER_EDI,14235bc7-4bf0-4eeb-97da-f12beac89656,2026-09-10 09:23:18.966662+00
40,8,RECEIVED_FC,2026-08-26 08:28:00+00,WMS,b6b241c4-b8c9-44d9-9b98-5d91d20bb3d0,2026-09-10 09:23:18.966662+00
41,9,BOOKED,2026-05-25 13:52:00+00,CARRIER_EDI,57a6366a-59d7-4988-9dd9-3b3b417eadb8,2026-09-10 09:23:18.966662+00
42,9,DEPARTED_ORIGIN,2026-05-31 10:08:00+00,CARRIER_EDI,0ad7c3e6-cad8-4345-b159-20ce1db22a58,2026-09-10 09:23:18.966662+00
43,9,ARRIVED_DEST_PORT,2026-06-21 09:31:00+00,CARRIER_EDI,97b73932-0352-45af-bd82-71da49075234,2026-09-10 09:23:18.966662+00
44,9,CUSTOMS_CLEARED,2026-06-24 10:01:00+00,CARRIER_EDI,c9a45f86-77c7-4f29-9275-c1f321c47e70,2026-09-10 09:23:18.966662+00
45,9,RECEIVED_FC,2026-06-30 15:19:00+00,WMS,989014ae-06f3-4be0-a402-0236f7bfa04b,2026-09-10 09:23:18.966662+00
46,10,BOOKED,2026-04-02 06:36:00+00,CARRIER_EDI,12c90006-9155-416a-8289-8757b82e84bf,2026-09-10 09:23:18.966662+00
47,10,DEPARTED_ORIGIN,2026-04-07 10:39:00+00,CARRIER_EDI,bed598a2-9fbf-47ee-8d1b-c1564f177b81,2026-09-10 09:23:18.966662+00
48,10,ARRIVED_DEST_PORT,2026-05-08 08:29:00+00,CARRIER_EDI,df55d199-6ffc-49a3-9296-6e469a1f6cbe,2026-09-10 09:23:18.966662+00
49,10,CUSTOMS_CLEARED,2026-05-09 15:27:00+00,CARRIER_EDI,4186cb22-14f3-42b1-afe9-727733e6e0f7,2026-09-10 09:23:18.966662+00
50,10,RECEIVED_FC,2026-05-14 06:51:00+00,WMS,76ee1203-b13c-4a5f-9d19-30d942f0f9bb,2026-09-10 09:23:18.966662+00
51,11,BOOKED,2026-06-04 13:02:00+00,CARRIER_EDI,2dc46e07-1a59-48a9-9327-7bcb1c63048e,2026-09-10 09:23:18.966662+00
52,11,DEPARTED_ORIGIN,2026-06-11 10:49:00+00,CARRIER_EDI,044137f3-3a28-4424-b09e-06f918949d0e,2026-09-10 09:23:18.966662+00
53,11,ARRIVED_DEST_PORT,2026-07-11 16:09:00+00,CARRIER_EDI,38b284ad-694f-40b3-8f97-87beeb896894,2026-09-10 09:23:18.966662+00
54,11,CUSTOMS_CLEARED,2026-07-12 14:14:00+00,CARRIER_EDI,7d571c6f-4225-444f-8dea-68c68dc1aba7,2026-09-10 09:23:18.966662+00
55,11,RECEIVED_FC,2026-07-17 10:16:00+00,WMS,322e8a26-9c99-403b-9111-eb16a4816a50,2026-09-10 09:23:18.966662+00
56,12,BOOKED,2025-10-22 15:00:00+00,CARRIER_EDI,2a6bb840-d259-4f2d-8fbd-eb3ae59d6454,2026-09-10 09:23:18.966662+00
57,12,DEPARTED_ORIGIN,2025-10-29 13:09:00+00,CARRIER_EDI,89135bd2-7c0c-49b3-83fe-6918484aeb3d,2026-09-10 09:23:18.966662+00
58,12,ARRIVED_DEST_PORT,2025-11-15 15:16:00+00,CARRIER_EDI,8c794549-6886-4f8c-ad66-ba45d46ce049,2026-09-10 09:23:18.966662+00
59,12,CUSTOMS_CLEARED,2025-11-17 15:26:00+00,CARRIER_EDI,5cd5b83d-6bf2-4ef1-b578-1684e625b5d6,2026-09-10 09:23:18.966662+00
60,12,RECEIVED_FC,2025-11-21 12:11:00+00,WMS,c2ab4ab2-58dc-4934-9188-bffee7699c5b,2026-09-10 09:23:18.966662+00
61,13,BOOKED,2026-06-23 08:06:00+00,CARRIER_EDI,734684df-aec6-4864-a421-c862cc08ff9c,2026-09-10 09:23:18.966662+00
62,13,DEPARTED_ORIGIN,2026-06-28 09:22:00+00,CARRIER_EDI,707a77a1-efbe-484d-ae34-37b2e2555fb6,2026-09-10 09:23:18.966662+00
63,13,ARRIVED_DEST_PORT,2026-07-21 09:46:00+00,CARRIER_EDI,41429785-3631-4ea5-90f8-f7194b2e61ab,2026-09-10 09:23:18.966662+00
64,13,CUSTOMS_CLEARED,2026-07-22 14:17:00+00,CARRIER_EDI,e6d8176f-f0d9-497e-ae28-e05400f5a79f,2026-09-10 09:23:18.966662+00
65,13,RECEIVED_FC,2026-07-28 11:41:00+00,WMS,3ef2098d-4bad-4be1-8d29-296d45b2ab18,2026-09-10 09:23:18.966662+00
66,14,BOOKED,2026-03-15 15:28:00+00,CARRIER_EDI,2f25a820-6785-4b19-b083-45ce7a64e789,2026-09-10 09:23:18.966662+00
67,14,DEPARTED_ORIGIN,2026-03-19 14:59:00+00,CARRIER_EDI,6654d14d-e762-4fe2-9c9e-898dcb3bd9f8,2026-09-10 09:23:18.966662+00
68,14,ARRIVED_DEST_PORT,2026-04-08 10:02:00+00,CARRIER_EDI,206f6118-9ccd-42ed-ad27-4da301277dc5,2026-09-10 09:23:18.966662+00
69,14,CUSTOMS_CLEARED,2026-04-09 14:20:00+00,CARRIER_EDI,a43eb3d1-4eb9-4938-9bf0-a734b7f28429,2026-09-10 09:23:18.966662+00
70,14,RECEIVED_FC,2026-04-14 10:38:00+00,WMS,122236d6-e178-47f8-b880-e0aae2ede970,2026-09-10 09:23:18.966662+00
71,15,BOOKED,2025-12-25 08:43:00+00,CARRIER_EDI,75f5c470-5a2c-4ab1-b17c-525819b74032,2026-09-10 09:23:18.966662+00
72,15,DEPARTED_ORIGIN,2025-12-29 10:25:00+00,CARRIER_EDI,bf031fe3-dd30-48e8-8e53-e6cb1a63695b,2026-09-10 09:23:18.966662+00
73,15,ARRIVED_DEST_PORT,2026-01-26 08:44:00+00,CARRIER_EDI,7a1ec54a-dbc1-455f-9a79-abc8f4aa3aa6,2026-09-10 09:23:18.966662+00
74,15,CUSTOMS_CLEARED,2026-01-27 12:52:00+00,CARRIER_EDI,5cdd7da2-c0ad-4dd4-88a0-f0b661075854,2026-09-10 09:23:18.966662+00
75,15,RECEIVED_FC,2026-01-31 11:43:00+00,WMS,fab81049-440d-40ad-8c2c-989464016f68,2026-09-10 09:23:18.966662+00
76,16,BOOKED,2026-04-09 12:29:00+00,CARRIER_EDI,95bd5a0f-25f0-478b-8b79-f7c7a7522692,2026-09-10 09:23:18.966662+00
77,16,DEPARTED_ORIGIN,2026-04-16 09:23:00+00,CARRIER_EDI,daa2a050-1f1d-4b4f-a9f2-aeb4f30ccb1c,2026-09-10 09:23:18.966662+00
78,16,ARRIVED_DEST_PORT,2026-05-02 13:41:00+00,CARRIER_EDI,10191c5f-199a-44cb-9551-f4c3438bc235,2026-09-10 09:23:18.966662+00
79,16,CUSTOMS_CLEARED,2026-05-05 11:40:00+00,CARRIER_EDI,591f17d2-c705-4181-a7ff-4e8ed1aff2f2,2026-09-10 09:23:18.966662+00
80,16,RECEIVED_FC,2026-05-08 12:25:00+00,WMS,a709a6fd-be7f-44af-9bef-9ffca823dcd3,2026-09-10 09:23:18.966662+00
81,17,BOOKED,2025-11-15 13:33:00+00,CARRIER_EDI,8d5f3d51-1ef1-4001-9ec7-133d53087db5,2026-09-10 09:23:18.966662+00
82,17,DEPARTED_ORIGIN,2025-11-21 11:42:00+00,CARRIER_EDI,add30ac8-2fe4-4b66-b5b6-db186f3b5e56,2026-09-10 09:23:18.966662+00
83,17,ARRIVED_DEST_PORT,2025-12-22 12:58:00+00,CARRIER_EDI,3f2a8966-e345-481c-b40f-897c7165eaed,2026-09-10 09:23:18.966662+00
84,17,CUSTOMS_CLEARED,2025-12-24 08:35:00+00,CARRIER_EDI,0cefaebd-3c12-45ab-9029-568e65f09224,2026-09-10 09:23:18.966662+00
85,17,RECEIVED_FC,2025-12-27 17:04:00+00,WMS,a72053be-826c-49ab-b9b1-c199960da960,2026-09-10 09:23:18.966662+00
86,18,BOOKED,2026-01-23 06:46:00+00,CARRIER_EDI,5cb03624-cd0e-4c3c-9703-c06d691b9f2c,2026-09-10 09:23:18.966662+00
87,18,DEPARTED_ORIGIN,2026-01-30 12:56:00+00,CARRIER_EDI,5b1ed2a3-c4bf-401a-aab7-6975199370f1,2026-09-10 09:23:18.966662+00
88,18,ARRIVED_DEST_PORT,2026-03-05 07:08:00+00,CARRIER_EDI,5d12d2d9-1eeb-4ae8-bdc3-69ae12f279ad,2026-09-10 09:23:18.966662+00
89,18,CUSTOMS_CLEARED,2026-03-09 10:20:00+00,CARRIER_EDI,0dab72f6-7a4c-43c1-b50b-cbcc68385d03,2026-09-10 09:23:18.966662+00
90,18,RECEIVED_FC,2026-03-11 09:44:00+00,WMS,90472ff8-2300-48d6-ab15-d85e07cf3e59,2026-09-10 09:23:18.966662+00
91,19,BOOKED,2026-07-26 14:24:00+00,CARRIER_EDI,6e7ca0fe-c1f7-4a8b-9eba-0d35512fcbd7,2026-09-10 09:23:18.966662+00
92,19,DEPARTED_ORIGIN,2026-08-01 14:15:00+00,CARRIER_EDI,6c2cc6e5-6b4c-4616-988b-86b12956cf86,2026-09-10 09:23:18.966662+00
93,19,ARRIVED_DEST_PORT,2026-08-25 12:36:00+00,CARRIER_EDI,0ccde85c-cc15-41fa-a61f-869539caffef,2026-09-10 09:23:18.966662+00
94,19,CUSTOMS_CLEARED,2026-08-28 16:01:00+00,CARRIER_EDI,1fda4cdc-a299-4fcb-a21b-09c6b6f993aa,2026-09-10 09:23:18.966662+00
95,19,RECEIVED_FC,2026-09-01 15:59:00+00,WMS,5a74391c-88aa-4c38-87ce-f3d9fef5ad8c,2026-09-10 09:23:18.966662+00
96,20,BOOKED,2026-02-13 12:32:00+00,CARRIER_EDI,76055813-a4c3-4ac8-b049-a1fe7e88a16b,2026-09-10 09:23:18.966662+00
97,20,DEPARTED_ORIGIN,2026-02-20 09:37:00+00,CARRIER_EDI,0a0531dd-7477-46a8-ae5a-de688fa22e41,2026-09-10 09:23:18.966662+00
98,20,ARRIVED_DEST_PORT,2026-03-19 14:05:00+00,CARRIER_EDI,18ec968d-d8e3-4633-8090-00297959cf74,2026-09-10 09:23:18.966662+00
99,20,CUSTOMS_CLEARED,2026-03-22 06:02:00+00,CARRIER_EDI,f56a0f94-ecc3-4884-84a4-54ad8ff1f193,2026-09-10 09:23:18.966662+00
100,20,RECEIVED_FC,2026-03-25 13:15:00+00,WMS,323e7b9c-c514-464d-ba6a-b078090adff2,2026-09-10 09:23:18.966662+00
101,21,BOOKED,2026-06-30 10:35:00+00,CARRIER_EDI,6a1be617-525a-40fa-a216-8aab243527dc,2026-09-10 09:23:18.966662+00
102,21,DEPARTED_ORIGIN,2026-07-03 06:09:00+00,CARRIER_EDI,9d314cb2-7139-43e1-a142-32b59ab155b3,2026-09-10 09:23:18.966662+00
103,21,ARRIVED_DEST_PORT,2026-07-28 13:02:00+00,CARRIER_EDI,56eaaca7-83a7-4d67-bd0d-a9fe444825dd,2026-09-10 09:23:18.966662+00
104,21,CUSTOMS_CLEARED,2026-07-31 11:24:00+00,CARRIER_EDI,c32c608d-8882-4e24-8083-9a547ff717e5,2026-09-10 09:23:18.966662+00
105,21,RECEIVED_FC,2026-08-02 10:20:00+00,WMS,73a67448-d210-465e-8125-3cdbcff77671,2026-09-10 09:23:18.966662+00
106,22,BOOKED,2026-06-05 09:00:00+00,CARRIER_EDI,410dc4b8-bb6d-4463-b2df-6d439f8e018d,2026-09-10 09:23:18.966662+00
107,22,DEPARTED_ORIGIN,2026-06-10 06:52:00+00,CARRIER_EDI,a5b21ddf-7174-4471-9e04-1ca11faa801f,2026-09-10 09:23:18.966662+00
108,22,ARRIVED_DEST_PORT,2026-07-10 17:09:00+00,CARRIER_EDI,6b74ee1a-d99b-44e8-ab58-ee67430965da,2026-09-10 09:23:18.966662+00
109,22,CUSTOMS_CLEARED,2026-07-14 14:06:00+00,CARRIER_EDI,df7130a5-837e-4229-b0e9-02dba6d55962,2026-09-10 09:23:18.966662+00
110,22,RECEIVED_FC,2026-07-18 06:38:00+00,WMS,8a5e660f-996f-4735-b465-93fe75b06232,2026-09-10 09:23:18.966662+00
111,23,BOOKED,2025-10-02 14:43:00+00,CARRIER_EDI,6e390875-c0a5-458e-a5e7-a917468e8fdf,2026-09-10 09:23:18.966662+00
112,23,DEPARTED_ORIGIN,2025-10-06 15:19:00+00,CARRIER_EDI,5d0a99ec-5b41-447b-80e5-700c19758847,2026-09-10 09:23:18.966662+00
113,23,ARRIVED_DEST_PORT,2025-10-29 07:59:00+00,CARRIER_EDI,fa38dda9-d699-47f0-9cfa-51962d3c2d63,2026-09-10 09:23:18.966662+00
114,23,CUSTOMS_CLEARED,2025-10-31 08:17:00+00,CARRIER_EDI,a5dc4182-137f-4d45-8165-87cc3346eb65,2026-09-10 09:23:18.966662+00
115,23,RECEIVED_FC,2025-11-03 09:29:00+00,WMS,0c97c3ce-d104-4125-9df9-012fecae9975,2026-09-10 09:23:18.966662+00
116,24,BOOKED,2026-06-20 09:38:00+00,CARRIER_EDI,ebcc7152-34d2-42ca-acb7-2abd87e3bc86,2026-09-10 09:23:18.966662+00
117,24,DEPARTED_ORIGIN,2026-06-23 16:38:00+00,CARRIER_EDI,f50c12d1-59bc-4863-9e1c-44a9b0c9ed43,2026-09-10 09:23:18.966662+00
118,24,ARRIVED_DEST_PORT,2026-07-21 08:33:00+00,CARRIER_EDI,dd8763a6-9dfc-4287-b4d1-f393ebcdfd8a,2026-09-10 09:23:18.966662+00
119,24,CUSTOMS_CLEARED,2026-07-25 10:15:00+00,CARRIER_EDI,e6dbba5c-552f-452e-8602-350cadf0d9c6,2026-09-10 09:23:18.966662+00
120,24,RECEIVED_FC,2026-07-31 12:50:00+00,WMS,be383b64-9ac8-49e3-89e2-7c1ae5c1b0fd,2026-09-10 09:23:18.966662+00
121,25,BOOKED,2025-11-29 15:22:00+00,CARRIER_EDI,be29719f-5185-43db-a02f-d8dcaa2b4af4,2026-09-10 09:23:18.966662+00
122,25,DEPARTED_ORIGIN,2025-12-03 15:05:00+00,CARRIER_EDI,63ebab28-249d-41e0-b720-5af7ffa5343f,2026-09-10 09:23:18.966662+00
123,25,ARRIVED_DEST_PORT,2025-12-28 15:12:00+00,CARRIER_EDI,17b3c19d-32c5-460c-b561-5284c9ecfe7c,2026-09-10 09:23:18.966662+00
124,25,CUSTOMS_CLEARED,2026-01-01 07:36:00+00,CARRIER_EDI,aa581bbb-302e-451d-a66b-d180b19d63de,2026-09-10 09:23:18.966662+00
125,25,RECEIVED_FC,2026-01-07 13:54:00+00,WMS,20a48446-e04b-4a2c-9c86-1dfda3dee383,2026-09-10 09:23:18.966662+00
126,26,BOOKED,2026-08-18 13:25:00+00,CARRIER_EDI,d972dae9-0638-4878-9469-2a76e5bf2939,2026-09-10 09:23:18.966662+00
127,26,DEPARTED_ORIGIN,2026-08-21 08:52:00+00,CARRIER_EDI,b1c44702-2b0e-4dbd-8081-13fb7fd45c39,2026-09-10 09:23:18.966662+00
128,26,ARRIVED_DEST_PORT,2026-09-10 06:29:00+00,CARRIER_EDI,5ef2b9bc-74e7-4421-8fe6-52fe3c5a666c,2026-09-10 09:23:18.966662+00
129,26,CUSTOMS_CLEARED,2026-09-14 12:06:00+00,CARRIER_EDI,70e1fbd9-d588-4eba-b30c-ac5deff14683,2026-09-10 09:23:18.966662+00
130,26,RECEIVED_FC,2026-09-19 07:17:00+00,WMS,8fcf36eb-527e-43f0-a2c3-73efd4e13d11,2026-09-10 09:23:18.966662+00
131,27,BOOKED,2026-05-28 12:32:00+00,CARRIER_EDI,e6944759-b5eb-46ca-90b2-6588e2a4f331,2026-09-10 09:23:18.966662+00
132,27,DEPARTED_ORIGIN,2026-06-01 08:41:00+00,CARRIER_EDI,5add4570-31dc-4160-8ae1-2d0c965f6ece,2026-09-10 09:23:18.966662+00
133,27,ARRIVED_DEST_PORT,2026-06-25 15:40:00+00,CARRIER_EDI,4c760d5d-b3e4-410a-b0eb-c7814c963eb4,2026-09-10 09:23:18.966662+00
134,27,CUSTOMS_CLEARED,2026-06-26 09:48:00+00,CARRIER_EDI,96fd4e7b-ea6b-4513-a09d-334c11c77fbd,2026-09-10 09:23:18.966662+00
135,27,RECEIVED_FC,2026-06-28 10:54:00+00,WMS,4730cf25-4dd5-4e1e-817d-cd56ecf27483,2026-09-10 09:23:18.966662+00
136,28,BOOKED,2026-02-25 09:53:00+00,CARRIER_EDI,70f31356-ae2e-479a-b137-ab677579d541,2026-09-10 09:23:18.966662+00
137,28,DEPARTED_ORIGIN,2026-02-28 08:11:00+00,CARRIER_EDI,5f898ddb-6135-4e63-8217-ebbe146fd711,2026-09-10 09:23:18.966662+00
138,28,ARRIVED_DEST_PORT,2026-03-15 11:28:00+00,CARRIER_EDI,f6883d5d-65ef-433f-a861-c73d097bfd76,2026-09-10 09:23:18.966662+00
139,28,CUSTOMS_CLEARED,2026-03-19 06:34:00+00,CARRIER_EDI,ecdbfe8d-c25d-483f-87be-a0e394e887cb,2026-09-10 09:23:18.966662+00
140,28,RECEIVED_FC,2026-03-25 13:08:00+00,WMS,89da3070-0151-4a6f-a16c-c9323a472067,2026-09-10 09:23:18.966662+00
141,29,BOOKED,2026-05-22 15:19:00+00,CARRIER_EDI,f132d7b9-68a1-4bb3-9898-209ce3f78b91,2026-09-10 09:23:18.966662+00
142,29,DEPARTED_ORIGIN,2026-05-29 12:43:00+00,CARRIER_EDI,a85e2c0f-239c-4eff-9074-9acba3424cf9,2026-09-10 09:23:18.966662+00
143,29,ARRIVED_DEST_PORT,2026-06-10 12:30:00+00,CARRIER_EDI,324eecec-d436-467c-a9b5-4281f10cdd49,2026-09-10 09:23:18.966662+00
144,29,CUSTOMS_CLEARED,2026-06-13 09:42:00+00,CARRIER_EDI,9c0c8bbc-cc3e-4a7b-967a-813465376497,2026-09-10 09:23:18.966662+00
145,29,RECEIVED_FC,2026-06-15 13:50:00+00,WMS,8f804892-5354-4dd1-9bd9-8885909261dc,2026-09-10 09:23:18.966662+00
146,30,BOOKED,2025-11-14 08:38:00+00,CARRIER_EDI,c13a0126-24d3-4ae5-8144-1ec3bbb6afb6,2026-09-10 09:23:18.966662+00
147,30,DEPARTED_ORIGIN,2025-11-21 17:19:00+00,CARRIER_EDI,0c54e27a-95c8-4155-8a92-cdd6e749a029,2026-09-10 09:23:18.966662+00
148,30,ARRIVED_DEST_PORT,2025-12-27 10:10:00+00,CARRIER_EDI,c646fbb0-4adc-44c4-80e8-150b3699ae94,2026-09-10 09:23:18.966662+00
149,30,CUSTOMS_CLEARED,2025-12-31 11:30:00+00,CARRIER_EDI,a4cbf927-79a9-4eff-b10d-d6c1efbd22af,2026-09-10 09:23:18.966662+00
150,30,RECEIVED_FC,2026-01-03 07:25:00+00,WMS,9f2e6662-e683-4f93-b64b-137525c23507,2026-09-10 09:23:18.966662+00
151,31,BOOKED,2025-12-05 12:31:00+00,CARRIER_EDI,82aaa156-5743-4bf1-a268-3500f7c72f85,2026-09-10 09:23:18.966662+00
152,31,DEPARTED_ORIGIN,2025-12-12 15:56:00+00,CARRIER_EDI,f2fb2524-eac4-4583-b620-c0029d5efba3,2026-09-10 09:23:18.966662+00
153,31,ARRIVED_DEST_PORT,2026-01-15 17:18:00+00,CARRIER_EDI,d337f0d2-42ca-4664-b44c-21ae6fc99aec,2026-09-10 09:23:18.966662+00
154,31,CUSTOMS_CLEARED,2026-01-18 06:59:00+00,CARRIER_EDI,45b2b889-3878-4b96-a9f0-a35f2629a129,2026-09-10 09:23:18.966662+00
155,31,RECEIVED_FC,2026-01-20 13:50:00+00,WMS,a73a71a2-42d0-44d3-b3c4-9a81494219a7,2026-09-10 09:23:18.966662+00
156,32,BOOKED,2026-03-12 06:48:00+00,CARRIER_EDI,48a1b780-f72d-4964-bc69-8f28c607af37,2026-09-10 09:23:18.966662+00
157,32,DEPARTED_ORIGIN,2026-03-17 16:09:00+00,CARRIER_EDI,df900887-a030-4573-8423-6cc7534f1e9f,2026-09-10 09:23:18.966662+00
158,32,ARRIVED_DEST_PORT,2026-04-11 14:10:00+00,CARRIER_EDI,2c24aee4-0d6a-43ad-8d63-9be3a53bf586,2026-09-10 09:23:18.966662+00
159,32,CUSTOMS_CLEARED,2026-04-13 12:01:00+00,CARRIER_EDI,70be48bd-a983-42d6-b2ef-ba6f8d18dbcb,2026-09-10 09:23:18.966662+00
160,32,RECEIVED_FC,2026-04-15 12:12:00+00,WMS,11cad9ff-3e24-4705-8a04-0daef630c469,2026-09-10 09:23:18.966662+00
161,33,BOOKED,2026-06-10 08:37:00+00,CARRIER_EDI,b229ca43-4a8a-4eac-8270-3b45f5a27c89,2026-09-10 09:23:18.966662+00
162,33,DEPARTED_ORIGIN,2026-06-15 06:42:00+00,CARRIER_EDI,c8dd933e-f926-4ce9-9fd4-afb0d589bf91,2026-09-10 09:23:18.966662+00
163,33,ARRIVED_DEST_PORT,2026-07-05 16:12:00+00,CARRIER_EDI,7a67f186-e148-4643-8516-fef5e14ba8ff,2026-09-10 09:23:18.966662+00
164,33,CUSTOMS_CLEARED,2026-07-08 14:26:00+00,CARRIER_EDI,7ccc9825-4199-4bd3-b017-bd6dc6007f6d,2026-09-10 09:23:18.966662+00
